"사업장명","소재지전체주소","도로명전체주소","인허가일자","영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지면적","소재지우편번호","총종업원수","축산물가공업구분명","축산업무구분명"
"예은동물병원","서울특별시 강남구 도곡동 544-4번지","","20091006","폐업 등","20121102","","","","","","","","동물판매업"
"킴스켄넬","서울특별시 강남구 신사동 533-13번지 5층","","20091105","폐업 등","20141110","","","","","","","","동물판매업"
"모델독","서울특별시 강남구 논현동 182-17번지 2층","서울특별시 강남구 강남대로118길 35 2층 (논현동)","20091211","폐업 등","20160701","","","","","","","","동물판매업"
"미유스토리","서울특별시 강남구 삼성동 127-1번지 엠파이어빌딩 67층","","20100624","폐업 등","20110104","","","","","","","","동물판매업"
"닥터펫애견호텔","서울특별시 강남구 삼성동 35-3번지","서울특별시 강남구 선릉로 620 (삼성동)","20100209","폐업 등","20151030","","","","0","","","","동물판매업"
"삼성누리동물병원","서울특별시 강남구 삼성동 20-4번지","","20100224","폐업 등","20111005","","","","","","","","동물판매업"
"백산펫","서울특별시 강남구 논현동 182-23번지","서울특별시 강남구 강남대로118길 23 (논현동)","20100310","폐업 등","20151109","","","","0","","","","동물판매업"
"서울가족 동물병원","서울특별시 강남구 역삼동 799-21번지 102호","","20100323","폐업 등","20131014","","","","","","","","동물판매업"
"학동24시동물병원","서울특별시 강남구 논현동 58-2번지","서울특별시 강남구 학동로 165 (논현동 마일스디오빌)","20100407","폐업 등","20170929","","","","0","","","","동물판매업"
"닥터펫 동물병원","서울특별시 강남구 삼성동 35-3번지","","20100412","폐업 등","20150626","","","","","","","","동물판매업"
"퍼펫","서울특별시 강남구 신사동 563-20번지 2층","","20100624","폐업 등","20120516","","","","","","","","동물판매업"
"탑클래스","서울특별시 강남구 신사동 662-13번지","","20101217","폐업 등","20110628","","","","","","","","동물판매업"
"도그케슬","서울특별시 강남구 청담동 20-18번지 지하1층 지상1층","서울특별시 강남구 도산대로62길 14 (청담동 지하1층 지상1층 )","20110103","운영중","","","","","","","","","동물판매업"
"영점일프로펫샵","서울특별시 강남구 역삼동 773-18번지 지하1층","서울특별시 강남구 언주로71길 5-6 (역삼동 지하1층 )","20110330","폐업 등","20180419","","","","","","","","동물판매업"
"씨즈퍼피(Seizepuppy)","서울특별시 강남구 논현동 20번지","","20110613","폐업 등","20120508","","","","","","","","동물판매업"
"김지하 펫살롱","서울특별시 강남구 개포동 656번지 시영상가 102호","","20110614","폐업 등","20111226","","","","","","","","동물판매업"
"슈퍼바우","서울특별시 강남구 논현동 96-1번지 2층","","20111026","폐업 등","20111104","","","","","","","","동물판매업"
"슈퍼바우","서울특별시 강남구 논현동 96-1번지 2층","서울특별시 강남구 언주로148길 27 (논현동)","20111109","폐업 등","20120119","","","","","","","","동물판매업"
"치료멍멍 퍼피스","서울특별시 강남구 신사동 630-17번지 3층","서울특별시 강남구 도산대로 305 (신사동)","20111110","폐업 등","20130117","","","","","","","","동물판매업"
"아크리스펫존","서울특별시 강남구 논현동 125-2번지","서울특별시 강남구 학동로 138 (논현동)","20111208","폐업 등","20140831","","","","","","","","동물판매업"
"캣츠아이","서울특별시 강남구 논현동 96-1번지","서울특별시 강남구 언주로148길 27 (논현동)","20120126","폐업 등","20120503","","","","","","","","동물판매업"
"펫빌리지","서울특별시 강남구 역삼동 664-6번지","서울특별시 강남구 봉은사로34길 55 (역삼동)","20120807","휴업 등","","20150612","20160611","","","","","","동물판매업"
"미니퍼피","서울특별시 강남구 역삼동 694-31번지 3층","서울특별시 강남구 선릉로 543 (역삼동3층)","20120824","폐업 등","20160331","","","","","","","","동물판매업"
"카페포즈","서울특별시 강남구 역삼동 834-8번지","서울특별시 강남구 역삼로 134 (역삼동)","20121026","폐업 등","20161215","","","","","","","","동물판매업"
"체리캣","서울특별시 강남구 신사동 549-3번지 엔와이빌딩 1층","서울특별시 강남구 압구정로 136 엔와이빌딩 1층 (신사동)","20121206","운영중","","","","","0","","","","동물판매업"
"meo","서울특별시 강남구 신사동 548-4번지","서울특별시 강남구 압구정로14길 6 (신사동)","20130401","폐업 등","20131015","","","","0","","","","동물판매업"
"펫하우스","서울특별시 강남구 역삼동 681-4번지","서울특별시 강남구 언주로108길 17 (역삼동)","20130425","운영중","","","","","0","","","","동물판매업"
"러브펫동물병원","서울특별시 강남구 삼성동 140-19번지","서울특별시 강남구 선릉로100길 32 (삼성동)","20130527","폐업 등","20140701","","","","0","","","","동물판매업"
"위너스동물병원","서울특별시 강남구 역삼동 732-26번지","서울특별시 강남구 역삼로 235 (역삼동 위너스 빌딩)","20130802","운영중","","","","","0","","","","동물판매업"
"라온펫동물의료센터","서울특별시 강남구 대치동 500번지 상가동 지하1층 110호","서울특별시 강남구 남부순환로 2912 (대치동 상가동 지하1층 110호)","20130826","폐업 등","20180803","","","","0","","","","동물판매업"
"독스마미","서울특별시 강남구 역삼동 657-3번지","서울특별시 강남구 봉은사로30길 지하 27 (역삼동)","20130924","폐업 등","20150211","","","","0","","","","동물판매업"
"어글리펫","서울특별시 강남구 논현동 195번지 202호","","20131213","폐업 등","20140917","","","","0","","","","동물판매업"
"퍼피그룹","서울특별시 강남구 청담동 76-15번지 2층","서울특별시 강남구 삼성로134길 8 2층 (청담동)","20140407","폐업 등","20160519","","","","0","","","","동물판매업"
"아이러브펫","서울특별시 강남구 논현동 220-17번지 1층","서울특별시 강남구 학동로30길 45 1층 (논현동)","20140409","폐업 등","20140501","","","","0","","","","동물판매업"
"이리온동물병원","서울특별시 강남구 청담동 97번지","서울특별시 강남구 도산대로 445 (청담동)","20140513","휴업 등","","20180501","20181231","","0","","","","동물판매업"
"히어로펫","서울특별시 강남구 논현동 159-17번지 1층 2호","서울특별시 강남구 학동로6길 52 (논현동 1층 2호)","20140707","운영중","","","","","0","","","","동물판매업"
"브레빠몽슈슈","서울특별시 강남구 청담동 133-6번지 1층 105호","서울특별시 강남구 학동로101길 7 1층 105호 (청담동)","20141118","폐업 등","20160719","","","","0","","","","동물판매업"
"킴스토리 청담","서울특별시 강남구 청담동 7-3번지 1층","서울특별시 강남구 삼성로149길 3-8 1층 (청담동)","20141118","운영중","","","","","0","","","","동물판매업"
"미니펫","서울특별시 강남구 역삼동 659-12번지 1층","서울특별시 강남구 논현로106길 8 1층 (역삼동)","20141226","운영중","","","","","0","","","","동물판매업"
"도그드림","서울특별시 강남구 삼성동 116-39번지 지항1층","서울특별시 강남구 봉은사로74길 20 지하1층 (삼성동)","20150126","폐업 등","20180618","","","","0","","","","동물판매업"
"펫타임","서울특별시 송파구 석촌동 287-11번지 1층","서울특별시 송파구 송파대로43길 6 1층 (석촌동)","20150506","폐업 등","20150601","","","","0","","","","동물판매업"
"25시 PET SHOP","서울특별시 송파구 삼전동 5-3번지 2층","서울특별시 송파구 삼전로 80 2층 (삼전동)","20150506","폐업 등","20161103","","","","0","","","","동물판매업"
"퍼피프린스","서울특별시 광진구 화양동 113-1번지 광진코지웰 B103","서울특별시 광진구 능동로19길 35 (화양동 광진코지웰 B103)","20150423","폐업 등","20160811","","","","0","","","","동물판매업"
"독한 녀석들","서울특별시 광진구 구의동 윤화빌딩 2층","서울특별시 광진구 아차산로 461 2층 (구의동 윤화빌딩)","20150430","폐업 등","20151230","","","","0","","","","동물판매업"
"요치엔 캣","서울특별시 광진구 구의동 635-5번지 1층","서울특별시 광진구 자양로23길 65 1층 (구의동)","20150504","폐업 등","20180328","","","","0","","","","동물판매업"
"정서수족관","서울특별시 동작구 상도동 370-12번지 1층","서울특별시 동작구 상도로 193 1층 (상도동)","20150330","운영중","","","","","0","","","","동물판매업"
"팁하우스","서울특별시 강북구 미아동 705-1번지","서울특별시 강북구 솔샘로 265 (미아동)","20150420","운영중","","","","","0","","","","동물판매업"
"멍멍이","서울특별시 은평구 대조동 188-2번지 1층 우측","서울특별시 은평구 통일로 803 (대조동)","20150714","운영중","","","","","0","","","","동물판매업"
"Pet Galleria","","서울특별시 광진구 아차산로 348 (자양동)","20150714","운영중","","","","","0","","","","동물판매업"
"다온펫샆","서울특별시 마포구 노고산동 54-64번지","서울특별시 마포구 신촌로14길 20 (노고산동)","20150728","운영중","","","","","0","","","","동물판매업"
"해피투개더","서울특별시 송파구 가락동 127-22번지 1층","서울특별시 송파구 송이로27길 5 1층 (가락동)","20150825","운영중","","","","","0","","","","동물판매업"
"똑똑한독","서울특별시 영등포구 신길동 186-149번지 1층","서울특별시 영등포구 신길로60마길 4-1 1층 (신길동)","20150909","운영중","","","","","0","","","","동물판매업"
"화이트애견","서울특별시 강동구 천호동 301-44번지","서울특별시 강동구 천중로 81-1 (천호동)","20101012","폐업 등","20151117","","","","","","","","동물판매업"
"하이롤러애견카페애견샵","서울특별시 강남구 역삼동 700-17번지 2층","서울특별시 강남구 언주로94길 9 2층 (역삼동)","20150826","운영중","","","","","0","","","","동물판매업"
"힐스타동물병원","서울특별시 강남구 자곡동 658번지","서울특별시 강남구 자곡로 202 (자곡동 강남힐스테이트에코)","20150826","운영중","","","","","0","","","","동물판매업"
"애교펫","서울특별시 성동구 성수동2가 315-107번지","서울특별시 성동구 성수이로 93 (성수동2가)","20150826","운영중","","","","","0","","","","동물판매업"
"쿨펫동물병원","서울특별시 은평구 역촌동 43-47번지","서울특별시 은평구 진흥로 17 (역촌동)","20111101","운영중","","","","","","","","","동물판매업"
"튼튼동물병원","서울특별시 은평구 역촌동 43-47번지 1층","서울특별시 은평구 진흥로 17 (역촌동)","20140102","폐업 등","20160201","","","","","","","","동물판매업"
